country,creators,duration,episodes,genre,language,original_title,popularity,rating,seasons,stars,synopsis,title,year
India,,30,79,"Comedy,Back to top","Hindi,Gujarati,English",,,8.9,2,"Satish Shah,Ratna Pathak Shah,Sumeet Raghavan,Rupali Ganguly,Rajesh Kumar,Arvind Vaidya,Deven Bhojani,Ghanshyam Nayak,Shilpa Mehta,Rita Bhaduri,Amit Soni,Sheetal Thakkar,Vaibhavi Upadhyaya,Aishwarya Sakhuja,Gurpal Singh,Gerald Stone,Aatish Kapadia,Bhamini Oza","The show revolves around the lives of the members of an Uber Wealthy - High Society Gujarati family of Cuffe Parade - South Mumbai, whose daughter-in-law is from a middle class Delhi background.",Sarabhai V/S Sarabhai,2004–2017
United States,Jack Kirby,23,39,"Animation,Action,Adventure,Back to top",English,,"1,646",8.7,3,"George Newbern,Kevin Conroy,Phil LaMarr,Carl Lumbly,Susan Eisenberg,Clancy Brown,Michael Rosenbaum,Maria Canals-Barrera,Kin Shriner,CCH Pounder,Lex Lang,Nicholle Tom,Juliet Landau,Jennifer Hale,Michael Beach,Robert Foxworth,Chris Cox,Powers Boothe",A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.,Justice League Unlimited,2004–2006
United States,Vince Gilligan,45,62,"Crime,Drama,Thriller,Back to top","English,Spanish",,28,9.5,5,"Bryan Cranston,Aaron Paul,Anna Gunn,Betsy Brandt,RJ Mitte,Dean Norris,Bob Odenkirk,Steven Michael Quezada,Jonathan Banks,Giancarlo Esposito,Charles Baker,Jesse Plemons,Christopher Cousins,Laura Fraser,Matt Jones,Michael Shamus Wiles,Lavell Crawford,Ray Campbell",A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student in order to secure his family's future.,Breaking Bad,2008–2013
United States,Jon Favreau,40,25,"Action,Adventure,Fantasy,Back to top",English,,132,8.7,4,"Pedro Pascal,Chris Bartlett,Katee Sackhoff,Carl Weathers,Giancarlo Esposito,Emily Swallow,Brendan Wayne,Misty Rosas,Leilani Shiu,Lateef Crowder,Barry Lowin,Ariel Shiu,Gina Carano,Katy O'Brian,Taika Waititi,Tait Fletcher,Omid Abtahi,Temuera Morrison","The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.",The Mandalorian,2019– 
Turkey,,30,105,"Crime,Drama,Mystery,Back to top",Turkish,Original title: Behzat Ç.: Bir Ankara Polisiyesi,"3,510",8.9,4,"Erdal Besikçioglu,Inanç Konukçu,Ege Aydan,Berkan Sal,Ayça Eren,Fatih Artman,Seda Bakan,Eray Eserol,Berke Üzrek,Zeynep Koltuk,Canan Erguder,Hakan Hatipoglu,Elvin Besikcioglu,Nejat Isler,Güven Kiraç,Pelinsu Pir,Ayca Varlier,Emre Erçil",An inharmonious police team in Ankara Police Force and its discredited police chief fight crime.,Behzat Ç: An Ankara Detective Story,2010–2019
United States,Peter Berg,44,76,"Drama,Sport,Back to top",English,,447,8.7,5,"Kyle Chandler,Connie Britton,Zach Gilford,Aimee Teegarden,Brad Leland,Taylor Kitsch,Jesse Plemons,Derek Phillips,Blue Deckert,Minka Kelly,Adrianne Palicki,Timothy F. Crowley,Louanne Stephens,Stacey Oristano,Scott Porter,Gaius Charles,David Cowgill,Gary Teague","A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor.",Friday Night Lights,2006–2011
India,Deepesh Sumitra Jagdish,0,10,"Drama,Back to top",Hindi,,"1,497",9.2,2,"Naveen Kasturia,Shivankit Singh Parihar,Abhilash Thapliyal,Sunny Hinduja,Namita Dubey,Tengam Celine,Kuljeet Singh,Shiva Hariharan,Harish Chhabra,Abhishek Sonpaliya,Ramesh Srivastava,Mahender Bisht,Mallika Prasad,Lokesh Kumar Aggarwal,Vijay Kumar Dogra,Kapil Pal,Gaurav Panday,Sanjay Su",It is the story of the journey of three UPSC (public service competitive exams in India) aspirants and their friendship against all odds.,Aspirants,2021– 
United Kingdom,,1,328,"Adventure,Sport,Talk-Show,Back to top","English,Italian,German,Spanish,French",,767,8.7,33,"Jeremy Clarkson,Richard Hammond,James May,The Stig,Ben Collins,Chris Harris,Andrew Flintoff,Paddy McGuinness,Matt LeBlanc,Rory Reid,Perry McCarthy,Sabine Schmitz,Jason Dawe,Andy Wilman,Chris Evans,Josh Cohen,Tom Chilton,Eddie Jordan","The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.",Top Gear,2002–2022
United States,Amy Sherman-Palladino,0,43,"Comedy,Drama,Back to top",English,,327,8.7,5,"Rachel Brosnahan,Alex Borstein,Michael Zegen,Marin Hinkle,Tony Shalhoub,Kevin Pollak,Matilda Szydagis,Caroline Aaron,Matteo Pascale,Joel Johnstone,Nunzio Pascale,Bailey De Young,Brian Tarantina,Luke Kirby,Cynthia Darlow,Jane Lynch,Stephanie Hsu,Reid Scott","After her husband leaves her, young mother of two Miriam ""Midge"" Maisel discovers that she has a talent for stand-up comedy. Could this be her calling?",The Marvelous Mrs. Maisel,2017–2023
United Kingdom,,1,46,"Comedy,Sport,Talk-Show,Back to top",English,,523,8.7,5,"Jeremy Clarkson,James May,Richard Hammond,Abbie Eaton,Mike Skinner,Simon Pegg,David Hasselhoff,Kiefer Sutherland,Paris Hilton,Nigel Mansell,Jimmy Carr,Jérôme d'Ambrosio,Johan Ackermann,John Surtees,Tim Burton,Roger Daltrey,Michael Ball,Brian Johnson","Jeremy, Richard and James embark on an adventure across the globe, driving new and exciting automobiles from manufacturers all over the world.",The Grand Tour,2016–2024
United Kingdom,John Hawkesworth,0,13,"Crime,Drama,Mystery,Back to top",English,,"2,313",8.7,2,"Jeremy Brett,David Burke,Rosalie Williams,Eric Porter,Gayle Hunnicutt,Rosalind Knight,Jeremy Kemp,Tenniel Evans,Norman Jones,David Gwillim,Barbara Wilshere,Joss Ackland,Nicholas Clay,Charles Gray,Rosalie Crutchley,Roger Hammond,Betsy Brantley,Wolf Kahler","Sherlock Holmes and Dr Watson solve the mysteries of copper beeches, a Greek interpreter, the Norwood builder, a resident patient, the red-headed league, and one final problem.",The Adventures of Sherlock Holmes,1984–1985
United States,Gene Roddenberry,44,176,"Action,Adventure,Drama,Back to top","English,Klingon,French",,150,8.7,7,"Patrick Stewart,Brent Spiner,Jonathan Frakes,LeVar Burton,Marina Sirtis,Michael Dorn,Gates McFadden,Majel Barrett,Wil Wheaton,Colm Meaney,James G. Becker,Denise Crosby,Whoopi Goldberg,Diana Muldaur,Patti Yasutake,Dennis Madalone,Michelle Forbes,Rosalind Chao","Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers sets off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before.",Star Trek: The Next Generation,1987–1994
India,,45,94,"Action,Adventure,Drama,Back to top",Hindi,,,8.9,1 Season,"Harish Bhimani,Nitish Bharadwaj,Mukesh Khanna,Gajendra Chauhan,Praveen Kumar Sobti,Feroz Khan,Roopa Ganguly,Puneet Issar,Pankaj Dheer,Gufi Paintal,Girija Shankar,Surendra Pal,Renuka Israni,Nazneen,Virendra Razdan,Vinod Kapoor,Sameer Chitre,Sanjeev Chitre","When a dynastic struggle between the collateral branches of the Kuru clan, the Kauravas and Pandavas lead them to the threshold of war, Lord Krishna decides to step in and take control of the situation.",Mahabharat,1988–1990
United States,Matt Duffer,51,42,"Drama,Fantasy,Horror,Back to top","Russian,English",,32,8.7,5,"Millie Bobby Brown,Finn Wolfhard,Winona Ryder,David Harbour,Gaten Matarazzo,Caleb McLaughlin,Natalia Dyer,Charlie Heaton,Joe Keery,Noah Schnapp,Cara Buono,Sadie Sink,Priah Ferguson,Maya Hawke,Brett Gelman,Paul Reiser,Joe Chrest,Dacre Montgomery","When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",Stranger Things,2016–2025
United States,Robert Kirkman,0,18,"Animation,Action,Adventure,Back to top",English,,21,8.7,3,"Steven Yeun,J.K. Simmons,Sandra Oh,Zazie Beetz,Grey Griffin,Walton Goggins,Gillian Jacobs,Andrew Rannells,Kevin Michael Richardson,Chris Diamantopoulos,Jason Mantzoukas,Khary Payton,Zachary Quinto,Melise,Ross Marquand,Fred Tatasciore,Nyima Funk,Bobby Kesselman",An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,Invincible,2021– 
Bulgaria,Teodora Markova,1,60,"Action,Crime,Drama,Back to top",Bulgarian,Original title: Pod prikritie,"4,351",8.9,5,"Ivaylo Zahariev,Zachary Baharov,Vladimir Penev,Marian Valev,Kiril Efremov,Plamen Manassiev,Yosif Shamli,Luben Kanev,Mihail Bilalov,Alexander Sano,Milena Nikolova,Ivo Yonchev,Snezhana Makaveeva,Lilia Marvilya,Ventsislav Yankov,Yoanna Temelkova,Koyna Ruseva,Irena Miliankova",Trained young policeman goes undercover in the gang of the most dangerous mafia boss in Bulgaria.,Undercover,2011–2016
United Kingdom,Anthony Horowitz,30,28,"Crime,Drama,Mystery,Back to top",English,,431,8.6,8,"Michael Kitchen,Honeysuckle Weeks,Anthony Howell,Ellie Haddington,Julian Ovenden,Jay Simpson,Tim McMullan,Daniel Weyman,Jeremy Swift,Rupert Vansittart,Geoffrey Freshwater,Mali Harries,Michael Simkins,Hermione Gulliford,Max Brown,Alex Clatworthy,Jay Benedict,Jonah Lotan","As WWII rages, DCS Foyle fights his own war on the home-front; investigating crime on the south coast of England. Later series, see the retired detective working as an MI5 agent in the aftermath of the war.",Foyle's War,2002–2015
United States,,25,268,"Drama,Mystery,Back to top",English,,923,8.5,7,"Alfred Hitchcock,Harry Tyler,John Williams,Patricia Hitchcock,Arthur Gould-Porter,Raymond Bailey,Lillian O'Malley,Russell Collins,Robert Carson,Barry Harvey,Robert H. Harris,Ray Teal,Bartlett Robinson,David Fresco,Robert Horton,Percy Helton,Ralph Clanton,Charles Davis","Series of unrelated short stories covering elements of crime, horror, drama, and comedy about people of different backgrounds committing murders, suicides, thefts, and other sorts of crime caused by certain motivations, perceived or not.",Alfred Hitchcock Presents,1955–1962
United Kingdom,Jesse Armstrong,25,54,"Comedy,Back to top",English,,828,8.7,9,"David Mitchell,Robert Webb,Matt King,Olivia Colman,Neil Fitzmaurice,Isy Suttie,Paterson Joseph,Sophie Winkleman,Jim Howick,Rachel Blanchard,Elizabeth Marmur,Vera Graziadei,Camilla Beeput,Emily Bruni,Paul Clayton,Cariad Lloyd,Catherine Shepherd,Endy McKay",Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.,Peep Show,2003–2015
Japan,,23,25,"Animation,Comedy,Drama,Back to top","Japanese,English",Original title: Shigatsu wa kimi no uso,"2,147",8.5,1 Season,"Natsuki Hanae,Risa Taneda,Ayane Sakura,Ryôta Ôsaka,Erika Harlacher,Adin Rudd,Amanda Céline Miller,Julie Ann Taylor,Erik Scott Kimerer,Abelina Sabrina Rios,Jennifer Alyx,Christina McBride,Ryan Raydarke,Megan Crockett,Erica Lindbeck,Max Mittelman,Erica Mendez,Landon McDonald",A piano prodigy who lost his ability to play after suffering a traumatic event in his childhood is forced back into the spotlight by an eccentric girl with a secret of her own.,Your Lie in April,2014–2018
United States,,50,30,"Documentary,Biography,Back to top",English,,"4,079",8.5,6,"Massimo Bottura,Ruth Reichl,Francis Mallmann,Bill Buford,Dan Barber,Lara Gilmore,Niki Nakayama,Magnus Nilsson,Ben Shewry,David Chang,Dominique Crenn,Grant Achatz,Daniel Humm,Enrique Olvera,Garima Arora,Colman Andrews,Alec Lobrano,Alex Atala","Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary heaven.",Chef's Table,2015–2019
South Korea,,20,30,"Action,Drama,Fantasy,Back to top",Korean,Original title: Hwan Hon,700,8.8,2,"Lee Jae-wook,Hwang Min-hyun,Yoo Joon-sang,Oh Na-ra,Yoo In-soo,Jo Jae-yoon,Lee Do-kyung,Victoria Grace,Hao Feng,Alexandra Bokyun Chun,Eugene Ko,Arin,Lee Bong-joon,Shin Seung-ho,Lee Ha-yul,Park Eun-hye,Im Chul-soo,Hong Seo-hui","Set in a fictional country called Daeho, it is about the love and growth of young mages as they overcome their twisted fates due to a forbidden magic spell known as the ""alchemy of souls"", which allows souls to switch bodies.",Alchemy of Souls,2022– 
Turkey,,1,190,"Comedy,Back to top",Turkish,,,8.6,6,"Gülse Birsel,Levent Üzümcü,Senay Gürler,Hale Caneroglu,Veysel Diker,Yildirim Öcek,Yavuz Seçkin,Gazanfer Özcan,Hümeyra,Vural Çelik,Engin Günaydin,Rutkay Aziz,Suna Keskin,Ata Demirer,Hasibe Eren,Sarp Apak,Evrim Akin,Bülent Polat",The life and times of the rather traditional Sutcuoglu family and their comedic struggles to adapt the high-profile contemporary life of Nisantasi.,Avrupa Yakasi,2004–2009
United States,Dan Harmon,22,110,"Comedy,Back to top",English,,127,8.5,6,"Joel McHale,Danny Pudi,Donald Glover,Chevy Chase,Gillian Jacobs,Alison Brie,Ken Jeong,Yvette Nicole Brown,Jim Rash,Richard Erdman,Erik Charles Nielsen,Dino Stamatopoulos,Danielle Kaplowitz,John Oliver,Charley Koontz,Luke Youngblood,Paget Brewster,Keith David",A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,Community,2009–2015
Italy,Zerocalcare,20,6,"Animation,Comedy,Drama,Back to top",Italian,Original title: Strappare lungo i bordi,,8.6,1 Season,"Zerocalcare,Valerio Mastandrea,Wayne Forester,Adam Rhys Dee,Ambrogio Colombo,Chiara Gioncardi,Michele Foschini,Paolo Vivio,Veronica Puccio,Alessandra Sani,Ezio Conenna",A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,Tear Along the Dotted Line,2021
Australia,Reg Watson,45,100,"Crime,Drama,Thriller,Back to top",English,,823,8.6,9,"Kate Atkinson,Katrina Milosevic,Robbie Magasiva,Jacquie Brennan,Celia Ireland,Pamela Rabe,Kate Jenkinson,Lucia Brancatisano,Lauri McLennan,Bernard Curry,Nicole da Silva,Shareena Clanton,Eloise Wright,Danielle Cormack,Tammy Macintosh,Rarriwuy Hick,Katherine Grinlaw,Susie Porter",The confronting look into the lives of the inmates and prison staff of Wentworth Correctional Centre as they navigate the ups and downs of their lives in the prison system.,Wentworth,2013–2021
Romania,,45,21,"Crime,Drama,Thriller,Back to top","Romanian,Spanish,English,Ukrainian",,"3,423",8.7,3,"Serban Pavlu,Maria Obretin,Andreea Vasile,Madalina Craiu,Gabriel Huian,Sergiu Costache,Doru Ana,Dan Hurduc,Stefan Velniciuc,Laurentiu Bãnescu,Sorin Cocis,Mihai Calin,Vitalie Bantas,Dorel Visan,Costel Cascaval,Augustin Viziru,Silvana Mihai,Ion Grosu","Umbre follows Relu, an enforcer for a small-time mob boss, as he struggles to keep his family in the dark about his job. The secrets Relu keeps become increasingly oppressive and the lies begin to surface.",Umbre,2014–2019
Italy,Saverio Costanzo,1,25,"Drama,Back to top","Italian,Neapolitan",Original title: L'amica geniale,"1,358",8.6,4,"Alba Rohrwacher,Margherita Mazzucco,Gaia Girace,Annarita Vitolo,Alessio Gallo,Luca Gallone,Francesco Serpico,Giovanni Amura,Giovanni Buselli,Eduardo Scarpetta,Elvis Esposito,Valentina Acca,Antonio Buonanno,Rosaria Langellotto,Gennaro De Stefano,Fabrizio Cottone,Pina Di Gennaro,Riccardo Palmieri",A woman recounts the lifelong friendship and conflicts with a girl she met at primary school in Naples during the early 1950s.,My Brilliant Friend,2018– 
United States,Nathan Fielder,30,7,"Documentary,Comedy,Back to top",English,,"1,617",8.5,2,"Nathan Fielder,Journey Baker,Anna Lamadrid,Sawyer J. Bell,Lennon O'Flynn,James O'Neill,Alexander Leiss,Remy Taylor,Joshua James Benard,Liam Risinger,Jennifer Khoe,Thomas McNamara,Gigi Burgdorf,Isaac Lamb,Charlie Cherman,K. Todd Freeman,Vincent Cefalu,Ulla Feldman",Nathan Fielder gives people a chance to rehearse for their own lives in a world where nothing ever works out as expected.,The Rehearsal,2022– 
United States,Bryan Fuller,0,39,"Crime,Drama,Horror,Back to top",English,,331,8.5,3,"Hugh Dancy,Mads Mikkelsen,Caroline Dhavernas,Laurence Fishburne,Scott Thompson,Aaron Abrams,Gillian Anderson,Hettienne Park,Kacey Rohl,Lara Jean Chorostecki,Raúl Esparza,Vladimir Jon Cubrt,Katharine Isabelle,Kalen Davidson,Eddie Izzard,Richard Armitage,Gina Torres,Rutina Wesley",Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,Hannibal,2013–2015
United States,Lisa Joy,2,36,"Drama,Mystery,Sci-Fi,Back to top",English,,176,8.5,4,"Evan Rachel Wood,Jeffrey Wright,Ed Harris,Thandiwe Newton,Tessa Thompson,James Marsden,Luke Hemsworth,Angela Sarafyan,Anthony Hopkins,Aaron Paul,Simon Quarterman,Rodrigo Santoro,Shannon Woodward,Jimmi Simpson,Talulah Riley,Ptolemy Slocum,Leonardo Nam,Ingrid Bolsø Berdal","At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.",Westworld,2016–2022
Japan,,25,375,"Animation,Action,Comedy,Back to top","English,Japanese",,"1,103",8.7,8,"Tomokazu Sugita,Daisuke Sakaguchi,Rie Kugimiya,Kazuya Nakai,Susumu Chiba,Ken'ichi Suzumura,Satsuki Yukino,Akira Ishida,Tetsuharu Ôta,Fumihiko Tachiki,Kujira,Yû Kobayashi,Mikako Takahashi,Fumiko Orikasa,Kôichi Sakaguchi,Yû Sugimoto,Michael Daingerfield,Janyse Jaud","In an era where aliens have invaded and taken over feudal Tokyo, an unemployed samurai finds work however he can.",Gintama,2005–2021
Japan,,58,4,"Animation,Action,Adventure,Back to top",Japanese,Original title: Rurouni Kenshin: Meiji Kenkaku Romantan: Tsuioku Hen,,8.6,1 Season,"Mayo Suzukaze,Junko Iwao,Nozomu Sasaki,Masami Suzuki,Shûichi Ikeda,Tomokazu Seki,Wataru Takagi,Ryûsei Nakao,Hirotaka Suzuoki,Akari Hibino,Minoru Uchida,Tetsuya Iwanaga,Satoshi Tsuruoka,Mitsuaki Hoshino,Hiromi Setsu,Rikiya Koyama,Hiroshi Takahashi,Hiroshi Shimozaki","In the era of Japan's Meiji Restoration, an assassin regains his humanity.",Rurouni Kenshin: Trust and Betrayal,1999
Japan,,24,51,"Animation,Action,Adventure,Back to top",Japanese,Original title: Hagane no renkinjutsushi,"2,127",8.5,1 Season,"Vic Mignogna,Aaron Dismuke,Romi Park,Rie Kugimiya,Travis Willingham,Tôru Ohkawa,Colleen Clinkenbeard,Caitlin Glass,Christopher Sabat,Kenji Utsumi,Megumi Toyoguchi,Michiko Neya,Laura Bailey,Yûko Satô,Mike McFarland,Ed Blaylock,Yasunori Matsumoto,Chris Cason","When a failed alchemical ritual leaves brothers Edward and Alphonse Elric with severely damaged bodies, they begin searching for the one thing that can save them: the fabled philosopher's stone.",Fullmetal Alchemist,2003–2004
United States,Daniel Abraham,1,62,"Drama,Mystery,Sci-Fi,Back to top",English,,210,8.5,6,"Steven Strait,Dominique Tipper,Wes Chatham,Shohreh Aghdashloo,Cas Anvar,Frankie Adams,Cara Gee,Shawn Doyle,Thomas Jane,Florence Faivre,Nadine Nicole,Chad L. Coleman,Anna Hopkins,Keon Alexander,Jasai Chase-Owens,Andrew Rotilio,Nick E. Tarabay,David Strathairn","The disappearance of rich-girl-turned-political-activist links the lives of Ceres detective, accidental ship captain and U.N. politician. Amidst political tension between Earth, Mars and the Belt, they unravel the greatest conspiracy.",The Expanse,2015–2022
South Korea,,15,16,"Drama,Back to top",Korean,Original title: Isanghan byeonhosa Woo Young-woo,"1,162",8.6,1 Season,"Park Eun-bin,Kang Tae-oh,Kang Ki-young,Jeon Bae-soo,Ren Hanami,Ha Yoon-kyung,Tom Choi,Halley Kim,Eugene Young,Joo Jong-hyuk,Nick Martineau,Jin Kyung,Joo Hyun-young,Jennifer Sun Bell,Baek Ji-won,Im Sung-jae,Anzu Lawson,June Yoon","Due to her 164 I.Q., impressive memory and creative thought process, autistic 27-year-old lawyer Woo Young Woo graduated at the top of her class from a prestigious law school.",Extraordinary Attorney Woo,2022
United States,,1,12,"Action,Drama,History,Back to top",English,,"3,467",8.6,1 Season,"Tom Hanks,Nick Searcy,Lane Smith,David Andrews,Daniel Hugh Kelly,Stephen Root,David Clyde Carr,Tim Daly,Steve Hofvendahl,Conor O'Farrell,Brett Cullen,Cary Elwes,Ben Marley,Mike Pniewski,Holmes Osborne,Tom Verica,John Posey,Rita Wilson",Dramatized portrayal of the Apollo manned space program.,From the Earth to the Moon,1998
Canada,Dan Levy,22,80,"Comedy,Back to top",English,Original title: Schitt$ Creek,200,8.5,6,"Eugene Levy,Catherine O'Hara,Dan Levy,Annie Murphy,Chris Elliott,Emily Hampshire,Jennifer Robertson,Sarah Levy,Karen Robinson,Dustin Milligan,Noah Reid,John Hemphill,Tim Rozon,Marilyn Bellfontaine,Mary Kelly,Jennifer Foster,Lili Connor,Rizwan Manji","After being a victim of fraud, Johnny Rose and his family go from extremely wealthy to penniless overnight. The only asset left to them is a small, unsophisticated town: Schitt's Creek. They relocate there. Culture shock ensues.",Schitt's Creek,2015–2020
United Kingdom,Sydney Newman,45,175,"Adventure,Drama,Sci-Fi,Back to top",English,,68,8.6,13,"Jodie Whittaker,Peter Capaldi,Pearl Mackie,Matt Smith,David Tennant,Nicholas Briggs,Jon Davey,Jenna Coleman,Paul Kasey,Karen Gillan,Billie Piper,Mandip Gill,Simon Carew,Arthur Darvill,Bradley Walsh,Tosin Cole,Barnaby Edwards,Ruari Mears",The further adventures in time and space of the alien adventurer known as the Doctor and his companions from planet Earth.,Doctor Who,2005–2022
United States,John Altschuler,28,53,"Comedy,Back to top",English,,493,8.5,6,"Thomas Middleditch,T.J. Miller,Josh Brener,Martin Starr,Kumail Nanjiani,Amanda Crew,Zach Woods,Matt Ross,Jimmy O. Yang,Suzanne Cryer,Chris Diamantopoulos,Chris Williams,Stephen Tobolowsky,Rogelio T. Ramos,Scott Prendergast,Aly Mawji,Jill E. Alexander,Bernard White","Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.",Silicon Valley,2014–2019
United Kingdom,Lisa McGee,30,19,"Comedy,Back to top",English,,408,8.5,3,"Saoirse-Monica Jackson,Louisa Harland,Tara Lynne O'Neill,Kathy Kiera Clarke,Tommy Tiernan,Ian McElhinney,Nicola Coughlan,Jamie-Lee O'Donnell,Dylan Llewellyn,Siobhán McSweeney,Leah O'Rourke,Beccy Henderson,Amelia Crowley,Claire Rafferty,Philippa Dunne,Donna Traynor,Kevin McAleer,Paul Mallon",The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s in Northern Ireland.,Derry Girls,2018–2022
Canada,Jared Keeso,30,81,"Comedy,Back to top",English,,319,8.6,12,"Jared Keeso,Nathan Dales,Michelle Mylett,K. Trevor Wilson,Dylan Playfair,Andrew Herr,Tyler Johnston,Evan Stern,Lisa Codrington,Kamilla Kowal,Jacob Tierney,Patrick McNeil,Dan Petronijevic,Mark Forward,Clark Backo,Jay Bertin,Kaniehtiio Horn,Joel Gagne","Quick-witted, fast-paced snappy comedy about rural folk getting by in a small town.",Letterkenny,2016–2023
United Kingdom,,55,4,"Drama,Romance,Back to top",English,,"1,832",8.6,1 Season,"Daniela Denby-Ashe,Richard Armitage,Tim Pigott-Smith,Sinéad Cusack,Brendan Coyle,Pauline Quirke,Jo Joyner,Kay Lyon,Lesley Manville,Anna Maxwell Martin,Emma Owen,Jane Booker,Tom Charnock,William Houston,John Light,Brian Protheroe,Will Tacey,Lucy Brown","North and South is a four-part adaptation of Elizabeth Gaskell's love story of Margaret Hale, a middle-class southerner who is forced to move to the northern town of Milton.",North & South,2004
United States,J.G. Quintel,23,244,"Animation,Action,Adventure,Back to top",English,,615,8.5,8,"J.G. Quintel,William Salyers,Sam Marin,Mark Hamill,Roger Craig Smith,Minty Lewis,Janie Haddad Tompkins,Courtenay Taylor,Steve Blum,Fred Tatasciore,John Cygan,Ali Hillis,Linda Cardellini,Jeff Bennett,David Kaye,Robin Atkin Downes,David Ogden Stiers,Troy Baker",The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,Regular Show,2010–2017
United States,Steven S. DeKnight,31,6,"Action,Adventure,Biography,Back to top","English,Assyrian Neo-Aramaic",,"1,132",8.5,1 Season,"John Hannah,Manu Bennett,Peter Mensah,Dustin Clare,Nick E. Tarabay,Lucy Lawless,Craig Walsh-Wrightson,Lesley-Ann Brandt,Antonio Te Maioha,Stephen Lovatt,Shane Rangi,Jessica Grace Smith,Raicho Vasilev,Ioane King,Marisa Ramirez,Gareth Williams,Jeffrey Thomas,Jaime Murray","In the time before the arrival of Spartacus, the House of Batiatus faces many challenges from competitors, and within its own household.",Spartacus: Gods of the Arena,2011
United States,David X. Cohen,22,180,"Animation,Adventure,Comedy,Back to top",English,,368,8.5,14,"Billy West,John DiMaggio,Katey Sagal,Tress MacNeille,Phil LaMarr,Maurice LaMarche,Lauren Tom,David Herman,Frank Welker,Kath Soucie,Dawnn Lewis,Tom Kenny,Dan Castellaneta,Al Gore,George Takei,Nicole St. John,Phil Hendrie,Coolio","Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.",Futurama,1999– 
Norway,Julie Andem,30,43,"Drama,Romance,Back to top",Norwegian,,"1,625",8.6,4,"Josefine Frida Pettersen,Iman Meskini,Ulrikke Falch,Lisa Teige,Tarjei Sandvik Moe,Ina Svenningdal,Marlon Valdés Langeland,Herman Tømmeraas,Thomas Hayes,Carl Martin Eggesbø,Kristina Ødegaard,Cecilie Martinsen,David Stakston,Henrik Holm,Rakel Øfsti Nesje,Sacha Kleber Nyiligira,Cengiz Al,Simo Mohamed Elhbabi","The story of young teenagers and pupils on Hartvig Nissens upper secondary school in Oslo, and their troubles, scandals and everyday life. Each season is told from a different person's point of view.",Skam,2015–2017
Canada,Mike Clattenburg,30,106,"Comedy,Crime,Back to top",English,,786,8.5,12,"John Paul Tremblay,Robb Wells,Mike Smith,John Dunsworth,Patrick Roach,Sarah Dunsworth,Jeanna Harrison,Tyrone Parsons,Cory Bowles,Shelley Thompson,Lucy Decoutere,Jonathan Torrens,Jacob Rolfe,Barrie Dunn,Michael Jackson,George Green,Leigh MacInnis,Garry James",Three petty felons have a documentary made about their life in a trailer park.,Trailer Park Boys,2001–2018
United States,Mark Frost,0,18,"Crime,Drama,Horror,Back to top","English,French",Original title: Twin Peaks: The Return,465,8.5,1 Season,"Kyle MacLachlan,Sheryl Lee,Michael Horse,Chrysta Bell,Miguel Ferrer,David Lynch,Robert Forster,Kimmy Robertson,Naomi Watts,Laura Dern,Pierce Gagnon,Harry Goaz,Al Strobel,John Pirruccello,Don Murray,Mädchen Amick,Dana Ashbrook,Brent Briscoe",Picks up 25 years after the inhabitants of a quaint northwestern town are stunned when their homecoming queen is murdered.,Twin Peaks,2017
